,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
29379,86028,0,0,0,0,0,0,0,0,
29380,86029,175,8,7,66,47,0,32,15,4.0285714285714285
29381,86030,1008,20,77,447,264,109,54,37,3.6696428571428577
29382,86031,1064,204,145,336,278,84,14,3,2.9501879699248126
29383,86032,867,28,22,202,370,123,68,54,4.104959630911188
29384,86033,4126,397,318,1924,762,210,275,240,3.4495879786718375
29385,86034,1252,155,222,346,324,93,60,52,3.292332268370607
29386,86035,1266,211,121,402,299,120,80,33,3.290679304897314
29387,86036,294,12,22,86,88,7,65,14,4.04421768707483
29388,86038,26,0,0,17,0,0,9,0,4.038461538461538
29389,86039,767,80,83,252,187,104,29,32,3.4784876140808345
29390,86040,6377,217,737,1944,1875,631,650,323,3.8166849615806804
29391,86042,1314,34,76,623,316,139,86,40,3.660578386605784
29392,86043,1522,27,198,711,299,214,35,38,3.4809461235216816
29393,86044,1875,451,291,641,280,109,50,53,2.8224
29394,86045,6864,621,578,2383,1454,784,571,473,3.7003205128205128
29395,86046,4139,158,304,942,1220,471,681,363,4.216960618506885
29396,86047,9776,1064,1304,2816,3013,610,533,436,3.423895253682488
29397,86052,233,22,0,37,138,0,21,15,3.9313304721030042
29398,86053,1170,192,221,449,208,43,47,10,2.8888888888888893
29399,86054,1130,130,144,461,181,80,72,62,3.354867256637168
29400,86301,16919,242,936,3109,4588,1997,3650,2397,4.637212601217566
29401,86303,14121,109,568,2340,3966,1452,3236,2450,4.812336236810424
29402,86305,14685,220,511,2594,4510,1501,2951,2398,4.702826012938372
29403,86313,213,26,52,79,30,0,26,0,3.018779342723005
29404,86314,27298,993,2705,8330,7694,2268,3298,2010,3.9331452853688917
29405,86315,6056,51,532,1668,1855,761,747,442,4.114927344782034
29406,86320,1402,52,214,382,543,43,96,72,3.6326676176890156
29407,86321,1270,30,122,424,434,126,116,18,3.7275590551181104
29408,86322,8429,417,895,2589,2447,586,990,505,3.8162296832364455
29409,86323,12982,564,1103,3777,4084,1380,1520,554,3.8772916345709443
29410,86324,3894,134,216,1176,1268,295,363,442,4.086543400102722
29411,86325,4741,146,289,1421,1318,384,732,451,4.161147437249525
29412,86326,17730,527,1340,5746,4964,1850,1957,1346,3.9884376762549354
29413,86327,7609,141,405,2122,2604,830,979,528,4.133657510842424
29414,86329,842,0,23,120,327,124,164,84,4.63895486935867
29415,86331,383,8,0,75,167,53,54,26,4.365535248041776
29416,86332,1543,48,169,461,509,123,156,77,3.8204795852235907
29417,86333,4872,178,550,1496,1571,574,296,207,3.724343185550082
29418,86334,3006,233,132,927,1207,246,168,93,3.657684630738523
29419,86335,4221,165,346,1136,1743,248,360,223,3.8374792703150913
29420,86336,10364,162,302,1782,2075,1059,2665,2319,5.010613662678503
29421,86337,993,13,128,379,194,122,121,36,3.796576032225579
29422,86338,400,13,18,45,179,40,61,44,4.4350000000000005
29423,86343,68,0,0,27,20,5,16,0,4.147058823529411
29424,86351,5792,11,252,946,1476,550,1381,1176,4.924896408839779
29425,86401,18730,782,1453,6042,5504,1716,1999,1234,3.8997330485851576
29426,86403,13814,424,1371,4962,4109,1162,1285,501,3.7291877805125235
29427,86404,13613,265,986,4980,3919,1541,1232,690,3.87717622860501
29428,86406,18736,354,1394,5711,6530,1505,1891,1351,3.9882045260461148
29429,86409,20281,913,2500,6320,6648,1562,1491,847,3.656131354469701
29430,86411,198,7,2,32,83,53,21,0,4.191919191919192
29431,86413,10821,271,1383,4469,3292,634,575,197,3.4757416135292485
29432,86426,11362,258,967,4312,3164,1050,1078,533,3.8050519274775567
29433,86429,6207,111,598,2126,1843,551,748,230,3.852102464958917
29434,86431,440,36,43,178,103,19,42,19,3.518181818181818
29435,86432,2782,308,248,922,968,105,179,52,3.380661394680086
29436,86433,0,0,0,0,0,0,0,0,
29437,86434,947,21,193,397,247,36,17,36,3.294614572333685
29438,86435,8,0,6,0,2,0,0,0,2.5
29439,86436,1023,40,108,326,388,58,0,103,3.7116324535679373
29440,86437,87,42,2,15,19,5,1,3,2.5172413793103448
29441,86438,717,61,25,167,303,53,104,4,3.822873082287308
29442,86440,5572,180,626,2047,1584,513,426,196,3.661521895190237
29443,86441,1948,118,335,562,570,70,262,31,3.5385010266940444
29444,86442,24651,1706,3394,9396,6061,1775,1424,895,3.4323151190621073
29445,86443,0,0,0,0,0,0,0,0,
29446,86444,938,0,161,438,148,97,76,18,3.512793176972281
29447,86445,221,10,35,75,18,0,47,36,4.122171945701357
29448,86502,819,136,98,289,195,35,24,42,3.164835164835165
29449,86503,6111,683,671,2100,1512,433,365,347,3.462117493045328
29450,86504,4265,356,349,1935,959,267,169,230,3.435873388042204
29451,86505,4781,607,581,1642,1128,383,298,142,3.3265007320644218
29452,86506,757,81,97,254,240,59,19,7,3.243064729194188
29453,86507,1281,180,182,389,371,73,59,27,3.202966432474629
29454,86508,482,58,104,180,96,20,24,0,2.975103734439834
29455,86510,2574,432,452,807,504,133,119,127,3.1239316239316235
29456,86511,2539,300,295,876,554,264,155,95,3.4064592359196535
29457,86512,1679,192,222,487,593,107,75,3,3.260869565217391
29458,86514,1780,343,172,636,375,130,60,64,3.1196629213483145
29459,86515,3076,341,316,961,807,244,312,95,3.5243823146944084
29460,86520,930,137,158,355,184,56,37,3,2.986021505376344
29461,86535,812,118,75,467,93,37,19,3,2.907635467980296
29462,86538,1233,125,127,445,310,59,92,75,3.5085158150851576
29463,86540,619,143,85,236,89,26,40,0,2.8222940226171245
29464,86544,734,76,93,312,179,26,39,9,3.189373297002725
29465,86545,812,162,85,328,135,35,30,37,3.041871921182266
29466,86547,701,107,108,240,188,32,26,0,3.011412268188302
29467,86556,943,162,116,272,195,90,78,30,3.3064687168610813
29468,87001,2285,148,541,765,419,115,181,116,3.358424507658643
29469,87002,14849,337,1762,5166,3703,1352,1426,1103,3.8526500101016903
29470,87004,7928,581,1024,2713,1761,567,818,464,3.6330726538849647
29471,87005,324,0,46,91,0,129,38,20,4.253086419753086
29472,87006,990,84,42,567,90,38,78,91,3.5595959595959594
29473,87007,746,69,38,289,209,87,42,12,3.510723860589812
29474,87008,1851,0,22,169,529,97,545,489,5.318746623446785
29475,87010,857,38,32,134,272,40,220,121,4.619603267211202
29476,87011,47,0,8,9,16,0,7,7,4.212765957446809
29477,87012,158,18,51,57,32,0,0,0,2.651898734177215
29478,87013,3394,530,878,1069,500,157,163,97,2.927224513847967
29479,87014,434,0,87,174,77,0,50,46,3.7465437788018434
29480,87015,9010,72,392,2475,2369,1033,1574,1095,4.442952275249722
29481,87016,2227,159,394,840,363,163,81,227,3.506511001347104
29482,87017,255,0,29,172,28,0,20,6,3.3254901960784315
29483,87018,348,76,132,80,58,2,0,0,2.3620689655172415
29484,87020,7519,312,1060,2295,2029,548,829,446,3.7596754887618036
29485,87021,2545,109,359,688,658,409,183,139,3.7874263261296655
29486,87022,601,15,99,201,201,36,43,6,3.4941763727121464
29487,87023,427,17,76,124,89,74,47,0,3.6276346604215455
29488,87024,1460,26,169,632,437,87,58,51,3.5260273972602736
29489,87025,941,0,12,152,234,65,218,260,5.174282678002125
29490,87026,2532,159,245,928,784,205,185,26,3.5094786729857823
29491,87027,226,17,44,69,32,5,43,16,3.6946902654867255
29492,87028,515,0,71,172,140,0,132,0,3.902912621359223
29493,87029,201,0,0,105,28,37,5,26,4.099502487562189
29494,87031,29412,2449,3484,9134,7205,2305,3007,1828,3.67203862369101
29495,87032,78,0,0,0,13,0,65,0,5.666666666666667
29496,87034,1309,6,124,533,370,164,65,47,3.72192513368984
29497,87035,5370,181,584,2065,1408,441,425,266,3.6858472998137803
29498,87036,1221,27,88,416,310,79,173,128,4.111384111384111
29499,87037,442,99,80,177,54,32,0,0,2.638009049773756
29500,87038,440,17,31,235,100,32,25,0,3.395454545454545
29501,87040,342,19,9,105,111,36,25,37,4.049707602339181
29502,87041,475,35,60,156,117,49,22,36,3.6210526315789475
29503,87042,2552,80,91,1060,460,437,256,168,3.9886363636363633
29504,87043,4052,0,133,589,951,232,1214,933,5.136229022704837
29505,87044,197,9,12,44,66,24,42,0,4.065989847715736
29506,87045,1074,201,237,391,197,26,7,15,2.712290502793296
29507,87046,116,4,15,86,11,0,0,0,2.8965517241379315
29508,87047,3507,8,56,484,724,217,1113,905,5.293983461648132
29509,87048,7172,155,202,951,1270,400,2075,2119,5.267010596765198
29510,87049,723,0,144,255,161,109,48,6,3.557399723374827
29511,87051,874,150,94,277,105,185,41,22,3.3340961098398165
29512,87052,1762,159,197,754,401,154,67,30,3.292281498297389
29513,87053,840,37,138,341,233,45,42,4,3.3011904761904765
29514,87056,835,0,60,178,235,100,150,112,4.524550898203593
29515,87059,8027,148,149,1512,2091,602,1657,1868,4.905194966986421
29516,87061,373,0,0,126,183,40,24,0,3.8981233243967823
29517,87062,855,28,205,306,234,1,37,44,3.306432748538012
29518,87063,154,18,28,69,27,2,10,0,2.980519480519481
29519,87064,84,0,9,47,22,0,6,0,3.369047619047619
29520,87068,3336,131,247,1074,805,314,482,283,4.049760191846523
29521,87070,189,0,11,60,42,36,14,26,4.317460317460317
29522,87072,378,0,17,155,132,35,32,7,3.817460317460317
29523,87083,423,0,10,65,93,44,119,92,5.118203309692671
29524,87102,14408,1428,1885,3294,2846,1035,2145,1775,3.9515546918378677
29525,87104,9404,495,552,2012,1930,573,2016,1826,4.582943428328371
29526,87105,39282,4574,4671,14034,8313,2730,3058,1902,3.426047553586885
29527,87106,16047,683,810,2571,2718,1025,3662,4578,4.987287343428678
29528,87107,22331,856,1760,5347,5511,1441,3538,3878,4.390309435314137
29529,87108,25538,2016,2262,6465,6207,1600,3774,3214,4.068642806797714
29530,87109,28586,495,1582,5741,7579,2030,6470,4689,4.652312320716435
29531,87110,28860,505,1134,6279,7261,2110,6149,5422,4.714206514206515
29532,87111,42203,782,1044,6984,8883,3494,9877,11139,5.072127573869156
29533,87112,30494,488,1964,6536,8192,3144,5979,4191,4.5163966681970225
29534,87113,10279,152,512,2136,1878,897,2687,2017,4.8469695495670795
29535,87114,44696,756,1870,9588,11403,4808,9969,6302,4.627707177376052
29536,87116,1834,0,28,290,382,290,570,274,5.039258451472191
29537,87117,92,0,0,29,44,11,8,0,3.9782608695652173
29538,87120,42413,1039,1659,9304,11572,4568,8471,5800,4.546318345790206
29539,87121,45899,4630,6276,15024,10964,3507,4129,1369,3.4423843656724546
29540,87122,13522,141,147,1248,2147,700,4276,4863,5.617808016565597
29541,87123,30765,1398,2382,7487,6805,2616,5352,4725,4.3591743864781405
29542,87124,38137,987,2221,9378,10703,3970,6978,3900,4.3368120198232685
29543,87144,27015,489,1443,6408,7197,2997,5435,3046,4.453229687210809
29544,87301,14265,1142,1630,3942,3291,1186,1498,1576,3.87956536978619
29545,87305,2366,324,363,1003,375,219,21,61,3.046069315300085
29546,87310,751,64,113,290,222,34,18,10,3.1904127829560585
29547,87311,2336,289,459,864,488,153,44,39,3.0192636986301373
29548,87312,330,39,39,120,97,29,4,2,3.175757575757576
29549,87313,3712,391,499,953,1079,423,213,154,3.5115840517241375
29550,87315,150,0,0,70,67,13,0,0,3.62
29551,87316,709,64,139,269,164,39,23,11,3.124118476727786
29552,87317,1031,74,255,393,275,2,4,28,3.0
29553,87319,1111,203,287,404,140,12,61,4,2.702970297029703
29554,87320,369,48,57,143,78,19,22,2,3.1002710027100275
29555,87321,1478,162,126,359,443,84,222,82,3.781461434370771
29556,87322,100,12,9,38,23,7,11,0,3.3700000000000006
29557,87323,2477,338,503,759,547,202,71,57,3.085991118288252
29558,87325,1991,166,183,624,621,203,120,74,3.586639879457559
29559,87326,1179,101,196,467,244,101,34,36,3.2493638676844783
29560,87327,5830,267,1091,2270,1508,330,250,114,3.3
29561,87328,1318,116,131,549,281,96,87,58,3.4575113808801214
29562,87347,126,0,38,0,8,0,47,33,4.928571428571429
29563,87357,467,37,59,135,97,64,35,40,3.764453961456103
29564,87364,637,73,99,292,130,18,19,6,3.003139717425432
29565,87375,1739,159,221,771,339,170,56,23,3.230017251293847
29566,87401,28761,1491,2981,8161,8051,2945,2749,2383,3.895553005806474
29567,87402,6860,170,389,1494,2163,749,1171,724,4.361661807580175
29568,87410,11865,542,1081,3915,3213,1364,990,760,3.8247787610619475
29569,87412,580,13,73,262,101,94,37,0,3.518965517241379
29570,87413,10484,624,1331,3544,2749,1059,608,569,3.6093094238840138
29571,87415,1161,41,122,407,392,125,74,0,3.5684754521963824
29572,87416,3296,210,433,1200,857,288,174,134,3.496966019417476
29573,87417,3516,217,121,1025,1325,422,226,180,3.856655290102389
29574,87418,718,43,41,193,205,76,88,72,4.089136490250696
29575,87419,309,0,11,76,36,83,54,49,4.776699029126213
29576,87420,7649,637,765,2474,1923,1017,549,284,3.6145901425022875
29577,87421,1101,63,88,402,305,164,64,15,3.6094459582198
29578,87455,1144,139,184,389,274,45,60,53,3.2569930069930066
29579,87461,849,125,136,291,220,27,34,16,3.0636042402826855
29580,87499,374,53,51,151,48,12,8,51,3.3823529411764706
29581,87501,13644,230,412,2118,2379,647,3690,4168,5.238566402814424
29582,87505,23725,961,946,4427,4361,1188,5601,6241,4.923540569020021
29583,87506,10083,327,521,2041,1900,554,2032,2708,4.860656550629773
29584,87507,32039,3450,2353,9845,5657,2040,4897,3797,3.9476887543306596
29585,87508,15423,531,954,2402,2898,939,3750,3949,4.932568242235622
29586,87510,575,21,48,163,55,72,208,8,4.3304347826086955
29587,87511,1621,3,116,374,741,165,112,110,4.064157927205429
29588,87512,63,0,63,0,0,0,0,0,2.0
29589,87513,571,0,0,67,208,59,127,110,5.008756567425569
29590,87514,591,80,40,199,27,0,139,106,4.1302876480541455
29591,87515,225,0,9,150,57,9,0,0,3.293333333333334
29592,87516,85,0,12,18,11,0,44,0,4.541176470588236
29593,87517,258,0,12,12,72,48,79,35,5.065891472868217
29594,87518,9,0,9,0,0,0,0,0,2.0
29595,87519,333,0,10,161,145,17,0,0,3.5075075075075075
29596,87520,986,29,66,316,179,73,161,162,4.350912778904665
29597,87521,685,75,195,158,164,50,24,19,3.097810218978102
29598,87522,1625,25,100,478,520,191,199,112,4.105846153846154
29599,87523,532,48,25,282,111,0,66,0,3.3533834586466162
29600,87524,92,53,0,39,0,0,0,0,1.847826086956522
29601,87525,65,0,2,4,32,0,22,5,4.7846153846153845
29602,87527,557,0,263,46,52,9,11,176,3.9766606822262123
29603,87528,1882,33,165,752,597,142,115,78,3.694473963868225
29604,87529,3589,157,184,1046,884,68,676,574,4.350236834772917
29605,87530,836,0,24,285,41,221,265,0,4.5
29606,87531,510,24,48,305,23,0,46,64,3.629411764705882
29607,87532,12442,921,1173,3687,3091,1097,1587,886,3.8499437389487223
29608,87533,68,3,7,12,28,6,9,3,3.9705882352941178
29609,87535,955,60,58,231,217,95,132,162,4.332984293193717
29610,87537,1652,169,109,256,745,143,168,62,3.808716707021792
29611,87538,437,0,52,62,130,62,71,60,4.498855835240274
29612,87539,22,0,0,22,0,0,0,0,3.0
29613,87540,790,0,16,176,63,50,214,271,5.370886075949366
29614,87543,85,0,29,56,0,0,0,0,2.658823529411765
29615,87544,13051,70,213,1289,1704,1099,3560,5116,5.658263734579726
29616,87548,1140,0,79,407,230,112,312,0,4.15
29617,87549,360,0,0,8,214,68,56,14,4.594444444444445
29618,87551,297,0,0,163,33,18,57,26,4.158249158249158
29619,87552,2680,132,330,751,676,248,384,159,3.8828358208955227
29620,87553,1102,45,121,485,236,79,92,44,3.576225045372051
29621,87554,0,0,0,0,0,0,0,0,
29622,87556,1690,68,128,546,530,84,189,145,3.9355029585798817
29623,87557,4658,238,225,1018,1137,568,853,619,4.4184199227136105
29624,87558,291,0,4,30,104,11,97,45,5.037800687285223
29625,87560,883,193,108,229,234,18,91,10,3.10079275198188
29626,87562,242,0,31,106,60,17,0,28,3.7231404958677685
29627,87564,267,0,54,28,87,47,51,0,4.048689138576779
29628,87565,296,0,73,59,18,0,65,81,4.5675675675675675
29629,87566,2454,98,262,981,775,116,140,82,3.5285248573757135
29630,87567,1068,23,144,434,288,47,124,8,3.5580524344569286
29631,87569,409,0,57,126,157,0,45,24,3.8092909535452324
29632,87571,8388,212,478,2168,2712,522,1352,944,4.2739628040057225
29633,87573,38,0,0,0,0,0,38,0,6.0
29634,87574,194,13,16,60,15,20,45,25,4.278350515463917
29635,87575,574,4,42,156,302,0,50,20,3.8397212543554007
29636,87577,264,0,52,72,90,0,34,16,3.772727272727272
29637,87578,209,0,18,64,81,2,25,19,4.043062200956938
29638,87579,640,13,74,253,108,50,49,93,3.9796875
29639,87580,394,0,50,0,172,77,35,60,4.5761421319796955
29640,87581,32,0,0,17,15,0,0,0,3.46875
29641,87582,430,39,0,176,84,52,79,0,3.8069767441860463
29642,87583,179,22,0,60,87,10,0,0,3.3519553072625694
29643,87701,12863,1049,1419,3433,2904,1129,1623,1306,3.912539842960429
29644,87710,1123,16,108,66,339,63,343,188,4.8753339269813
29645,87711,546,48,144,149,96,51,38,20,3.2783882783882783
29646,87712,142,0,0,63,79,0,0,0,3.556338028169014
29647,87713,170,0,10,29,75,0,56,0,4.370588235294118
29648,87714,767,34,86,183,218,62,120,64,4.048239895697523
29649,87715,274,0,15,120,127,12,0,0,3.4963503649635035
29650,87718,297,0,3,53,118,25,80,18,4.6060606060606055
29651,87722,409,0,0,207,175,16,0,11,3.613691931540342
29652,87723,327,0,16,153,128,0,4,26,3.697247706422018
29653,87724,21,0,21,0,0,0,0,0,2.0
29654,87728,292,18,28,127,62,9,34,14,3.595890410958904
29655,87729,25,0,3,4,6,4,3,5,4.6000000000000005
29656,87730,23,0,5,5,3,0,10,0,4.217391304347826
29657,87731,224,0,0,12,92,48,36,36,4.964285714285714
29658,87732,1154,35,72,306,367,201,97,76,4.058925476603119
29659,87733,94,1,7,36,10,27,13,0,4.0
29660,87734,128,13,9,23,18,25,6,34,4.4609375
29661,87735,75,0,0,32,33,10,0,0,3.7066666666666666
29662,87736,151,9,9,61,72,0,0,0,3.2980132450331126
29663,87740,5155,189,324,2006,1327,530,398,381,3.8541222114451985
29664,87742,445,0,50,84,106,59,56,90,4.5775280898876405
29665,87743,221,12,18,69,61,7,33,21,3.9773755656108594
29666,87745,505,12,0,154,91,67,65,116,4.702970297029703
29667,87746,55,0,0,45,8,0,1,1,3.2727272727272725
29668,87747,1211,28,147,394,334,93,142,73,3.8546655656482245
29669,87749,219,0,0,138,81,0,0,0,3.3698630136986303
29670,87750,0,0,0,0,0,0,0,0,
29671,87752,318,12,62,137,40,14,28,25,3.5220125786163523
29672,87753,124,12,0,8,101,0,3,0,3.6935483870967745
29673,87801,5778,532,585,1730,1146,329,740,716,3.9067151263412945
29674,87820,91,0,12,52,27,0,0,0,3.1648351648351647
29675,87821,573,74,8,234,61,21,94,81,3.9650959860383943
29676,87823,608,0,86,279,41,4,117,81,4.049342105263158
29677,87824,83,0,0,40,35,0,0,8,3.8072289156626504
29678,87825,1547,195,310,590,183,81,81,107,3.204266321913381
29679,87827,82,0,0,9,36,0,37,0,4.7926829268292686
29680,87828,350,27,10,127,88,22,10,66,4.034285714285714
29681,87829,481,0,0,185,141,41,81,33,4.243243243243244
29682,87830,1304,25,44,725,245,92,134,39,3.6848159509202447
29683,87831,275,16,64,113,27,0,47,8,3.378181818181818
29684,87832,150,21,11,80,0,27,11,0,3.2266666666666666
29685,87901,4965,273,618,1495,1373,343,458,405,3.783282980866063
29686,87930,392,53,87,95,48,27,82,0,3.3954081632653064
29687,87931,589,0,0,40,142,95,221,91,5.3073005093378605
29688,87933,63,0,29,0,34,0,0,0,3.079365079365079
29689,87935,1462,20,99,459,458,172,162,92,4.037619699042407
29690,87936,255,15,15,66,138,0,0,21,3.6941176470588237
29691,87937,1439,441,310,251,148,70,117,102,2.899235580264072
29692,87939,93,0,0,25,28,11,12,17,4.655913978494623
29693,87940,458,47,31,139,171,0,70,0,3.5589519650655017
29694,87941,424,265,125,34,0,0,0,0,1.4551886792452828
29695,87942,701,37,67,300,110,75,111,1,3.6504992867332384
29696,87943,146,24,0,34,31,14,43,0,3.958904109589041
29697,88001,19955,1664,1862,4862,5239,1740,2816,1772,3.955399649210724
29698,88002,496,16,6,66,138,57,148,65,4.850806451612903
29699,88003,10,0,0,0,7,3,0,0,4.3
29700,88004,739,82,231,295,119,4,0,8,2.68064952638701
29701,88005,18105,1400,1575,3879,4261,1431,3535,2024,4.184700359016846
29702,88007,15379,1328,1462,3667,3152,1059,2818,1893,4.116977696859354
29703,88008,4448,258,314,863,1252,339,997,425,4.30193345323741
29704,88009,10,0,0,0,5,0,2,3,5.300000000000001
29705,88011,20107,430,879,3388,3946,1393,5109,4962,4.997712239518576
