ZIPCODE,STATE,2006_Score,2007_Score,2008_Score,2009_Score,2010_Score,2011_Score,2012_Score,2013_Score,2014_Score,2015_Score,2016_Score,2017_Score
1201,MA,2.1180273365349094,2.047284966949187,2.165456922591407,2.1506677796327214,2.1668957932361836,2.179945676776822,2.208766380478988,2.2340136054421773,2.275862068965517,2.3088820150243037,2.329591378536147,2.379604672057502
1220,MA,2.0046696240952606,1.9321930360415394,2.0707094357293374,2.0367980884109915,2.064001903402332,2.094744455159113,2.1184834123222753,2.153301886792453,2.1835294117647064,2.2193995381062357,2.2289719626168223,2.288683602771363
1223,MA,2.2652519893899203,2.188464662875711,2.271701388888889,2.2081850533807827,2.261101243339254,2.3146666666666667,2.394736842105263,2.4561403508771926,2.5,2.558558558558559,2.608695652173913,2.6548672566371683
1225,MA,2.2442528735632186,2.214665249734325,2.3380843785632837,2.332354668232531,2.3657379964433907,2.3871538008249855,2.437869822485207,2.4561403508771926,2.497005988023952,2.5680473372781067,2.591715976331361,2.623529411764706
1226,MA,2.3474856970791933,2.3067434210526314,2.412577137819571,2.393966817496229,2.394822969354359,2.4435459718478585,2.4626865671641793,2.5044776119402985,2.5623100303951363,2.560830860534125,2.609090909090909,2.6676829268292686
1230,MA,2.265233949945593,2.2536902677007755,2.317688551275095,2.291481069042316,2.3360345759049164,2.352051835853132,2.389784946236559,2.4259259259259256,2.492063492063492,2.5315789473684207,2.5984042553191484,2.647368421052632
1235,MA,2.275983146067416,2.235180412371134,2.35354927636113,2.3039283252929015,2.317590691307324,2.360539389638041,2.4306569343065694,2.4755244755244754,2.577464788732395,2.63265306122449,2.5918367346938775,2.6026490066225167
1236,MA,2.1616052060737525,2.1241241241241244,2.1925601750547044,2.1274853801169593,2.147935779816514,2.1839464882943145,2.264367816091954,2.367816091954023,2.436781609195402,2.435294117647059,2.372093023255814,2.406976744186047
1237,MA,2.352823920265781,2.3298653610771116,2.4071381361533377,2.3777928232904535,2.398671096345515,2.4342629482071714,2.4671052631578947,2.52,2.562913907284768,2.622516556291391,2.606451612903226,2.6666666666666665
1238,MA,2.2505010020040084,2.2138656762612197,2.298679867986799,2.274849899933289,2.283572142619127,2.302635969302636,2.331103678929766,2.3540983606557377,2.4152823920265782,2.4193548387096775,2.473856209150327,2.517799352750809
1240,MA,2.564840362633031,2.5644983461962516,2.637861736334405,2.5825203252032516,2.6048096192384773,2.6550594018844738,2.68,2.7401574803149606,2.819277108433735,2.904761904761905,2.892430278884462,3.0080321285140563
1245,MA,2.332460732984293,2.284403669724771,2.2941176470588234,2.232911392405063,2.3341708542713566,2.4063260340632606,2.425,2.571428571428571,2.714285714285714,2.743589743589744,2.6500000000000004,2.75609756097561
1247,MA,1.8884556468458433,1.781090487238979,1.9578195067264574,1.9444362996628062,1.9762915264159229,1.9910412689087975,2.025147928994083,2.060650887573965,2.091176470588235,2.114035087719298,2.1199999999999997,2.1735294117647057
1253,MA,2.3144796380090495,2.31304347826087,2.316017316017316,2.3482142857142856,2.422727272727273,2.3698630136986303,2.3555555555555556,2.422222222222222,2.4318181818181817,2.5227272727272725,2.6739130434782608,2.6888888888888887
1254,MA,2.818759936406995,2.839150227617602,2.8069620253164556,2.774671052631579,2.843393148450245,2.828150572831424,2.952380952380952,3.0161290322580645,3.1166666666666663,3.17741935483871,3.133333333333333,3.316666666666667
1257,MA,2.307258064516129,2.301132075471698,2.3311529026982827,2.2793755135579294,2.3115823817292007,2.328665568369028,2.4369747899159666,2.516949152542373,2.5630252100840334,2.581967213114754,2.6048387096774195,2.6434108527131785
1258,MA,2.466472303206997,2.5,2.4906166219839143,2.4401114206128134,2.5234159779614327,2.53494623655914,2.6315789473684212,2.675675675675676,2.55,2.85,2.7894736842105265,2.948717948717949
1259,MA,2.2960000000000003,2.3192307692307694,2.3488372093023258,2.2701612903225805,2.247967479674797,2.2469635627530367,2.391304347826087,2.391304347826087,2.4782608695652173,2.4166666666666665,2.4615384615384617,2.4545454545454546
1266,MA,2.5414965986394558,2.4481012658227845,2.562942008486563,2.5247813411078717,2.459722222222222,2.6057971014492756,2.6857142857142855,2.638888888888889,2.7027027027027026,2.777777777777778,2.8513513513513513,2.9305555555555554
1267,MA,2.63935940868494,2.575098814229249,2.694072657743786,2.708416833667335,2.7505835278426143,2.8306177868295994,2.901360544217687,2.944055944055944,3.0315789473684216,3.0590277777777777,3.030927835051546,3.119453924914676
1301,MA,2.0558056872037915,1.9850513858611023,2.135615458015267,2.131333005410723,2.124469761241062,2.1295015502027184,2.149289099526066,2.198564593301435,2.2705601907032182,2.304399524375743,2.322503008423586,2.3654761904761905
1330,MA,2.351282051282051,2.3091787439613523,2.3438685208596715,2.3363057324840764,2.4010088272383356,2.444020356234097,2.5128205128205128,2.493670886075949,2.5789473684210527,2.6233766233766236,2.6533333333333333,2.7272727272727275
1331,MA,2.071313845165435,2.006300114547537,2.1407141692483287,2.1377465730524907,2.154171602640041,2.18021612635079,2.205733558178752,2.2076411960132893,2.2736318407960203,2.3104575163398695,2.290064102564103,2.329153605015674
1337,MA,2.294328786791098,2.2541363335539377,2.33943661971831,2.3216833095577747,2.4201183431952664,2.4278312361213916,2.4379562043795624,2.5223880597014925,2.5671641791044775,2.6370370370370373,2.7111111111111112,2.7333333333333334
1341,MA,2.5990783410138247,2.5742145178764897,2.6456692913385824,2.580720092915215,2.651190476190476,2.7225501770956315,2.764705882352941,2.785714285714286,2.8795180722891565,2.9761904761904763,3.036144578313253,3.1325301204819276
1342,MA,2.5558659217877095,2.594414893617021,2.6586059743954475,2.7240356083086055,2.777777777777778,2.7171428571428575,2.8059701492537314,2.8358208955223883,2.8676470588235294,2.9,2.8571428571428568,2.986111111111111
1351,MA,2.2655367231638417,2.278816199376947,2.364667747163695,2.3807599029911075,2.3882636655948555,2.4181102362204725,2.4754098360655736,2.496,2.5555555555555554,2.6015625,2.5968992248062013,2.638461538461539
1354,MA,2.3338582677165354,2.340025094102886,2.438573315719947,2.4380825565912114,2.4555112881806105,2.4787644787644787,2.5063291139240507,2.5500000000000003,2.5925925925925926,2.6296296296296298,2.6666666666666665,2.716049382716049
1360,MA,2.372347266881029,2.3590880303989867,2.439106901217862,2.433734939759036,2.4858757062146895,2.51875,2.5416666666666665,2.5270270270270268,2.6122448979591835,2.628378378378378,2.677631578947368,2.6891891891891895
1366,MA,2.4932885906040267,2.4651515151515153,2.6490066225165565,2.5831932773109245,2.6228070175438596,2.60472972972973,2.6551724137931036,2.6557377049180326,2.7966101694915255,2.709677419354838,2.774193548387097,2.8524590163934422
1370,MA,2.1660250240615975,2.1654135338345863,2.218527315914489,2.190729116368904,2.2513634110064453,2.2541302235179783,2.272277227722772,2.313725490196078,2.415,2.4368932038834954,2.46078431372549,2.4902912621359223
