Date,portfolio,hodl,symbol
1970-08-13,1000.0,1000.0,XOM
1970-08-19,1000.0,1013.2594498317833,XOM
1970-08-25,1000.0,1017.1204922181303,XOM
1970-08-31,1000.0,1019.0938868675429,XOM
1970-09-04,1000.0,995.5810703917988,XOM
1970-09-11,1000.0,1007.1571238183166,XOM
1970-09-17,1000.0,1022.6781025700752,XOM
1970-09-23,1000.0,1083.3185511562847,XOM
1970-09-29,1050.45615964802,1029.2213569543326,XOM
1970-10-05,1050.45615964802,1027.3575992626356,XOM
1970-10-09,1069.9356466718698,1048.5057618886117,XOM
1970-10-15,1069.7190097957182,1046.6206665042887,XOM
1970-10-21,1069.7190097957182,1059.9768466369608,XOM
1970-10-27,1069.7190097957182,1056.1983175401313,XOM
1970-11-02,1069.7190097957182,1048.5703496448598,XOM
1970-11-06,1069.7190097957182,1035.2893726775665,XOM
1970-11-12,1069.7190097957182,1003.4360970581515,XOM
1970-11-18,1069.7190097957182,1050.4940041017392,XOM
1970-11-24,1069.7190097957182,1117.3974728474432,XOM
1970-12-01,1069.7190097957182,1117.3974728474432,XOM
1970-12-07,1069.7190097957182,1127.1132743862863,XOM
1970-12-11,1069.7190097957182,1101.5551502505427,XOM
1970-12-17,1069.7190097957182,1101.5551502505427,XOM
1970-12-23,1069.7190097957182,1126.7532093136792,XOM
1970-12-30,1069.7190097957182,1142.5159727971372,XOM
1971-01-06,1082.4107821255536,1126.8612001360048,XOM
1971-01-12,1082.4107821255536,1094.6568657602254,XOM
1971-01-18,1082.4107821255536,1076.9533013301111,XOM
1971-01-22,1082.4107821255536,1100.5851235739797,XOM
1971-01-28,1082.4107821255536,1110.5541170951421,XOM
1971-02-03,1074.528287106972,1116.463487626474,XOM
1971-02-09,1074.528287106972,1158.8129443608848,XOM
1971-02-16,1074.528287106972,1198.6307772763603,XOM
1971-02-22,1074.528287106972,1237.8908269586084,XOM
1971-02-26,1074.528287106972,1287.294065572195,XOM
1971-03-04,1096.9301679953012,1258.482499419789,XOM
1971-03-10,1096.9301679953012,1266.702393111014,XOM
1971-03-16,1096.9301679953012,1260.6263880275671,XOM
1971-03-22,1096.9301679953012,1254.5601290567652,XOM
1971-03-26,1096.9301679953012,1270.8574262080995,XOM
1971-04-01,1062.3923773560666,1309.5479560864576,XOM
1971-04-07,1050.4118106289,1321.8351552659244,XOM
