Date,portfolio,hodl,symbol
1998-01-20,1000.0,1000.0,DIA
1998-01-26,1000.0,1030.1985241136986,DIA
1998-01-30,1000.0,1046.5205846343476,DIA
1998-02-05,1000.0,1072.800547369464,DIA
1998-02-11,1000.0,1080.3921307288372,DIA
1998-02-18,1000.0,1081.9617353557828,DIA
1998-02-24,1000.0,1086.7498820740973,DIA
1998-03-02,1000.0,1071.5613843925037,DIA
1998-03-06,1000.0,1090.076827949745,DIA
1998-03-12,1000.0,1117.5122482863444,DIA
1998-03-18,1000.0,1130.651007679345,DIA
1998-03-24,1000.0,1146.8608502665102,DIA
1998-03-30,1000.0,1157.060766271765,DIA
1998-04-03,1000.0,1159.2281980956411,DIA
1998-04-09,1000.0,1153.6735983922351,DIA
1998-04-16,1000.0,1167.8081032681587,DIA
1998-04-22,1000.0,1156.4784692313722,DIA
1998-04-28,1000.0,1183.262557740709,DIA
1998-05-04,1000.0,1208.9410170196936,DIA
1998-05-08,1000.0,1178.3798437874445,DIA
1998-05-14,1000.0,1180.886877421005,DIA
1998-05-20,1000.0,1199.5604565222968,DIA
1998-05-27,1000.0,1235.5062782493808,DIA
1998-06-02,1000.0,1253.4507710406851,DIA
1998-06-08,1000.0,1266.4656147041658,DIA
1998-06-12,1000.0,1296.263571450425,DIA
1998-06-18,1000.0,1280.9362491228287,DIA
1998-06-24,1000.0,1227.285652708064,DIA
1998-06-30,1000.0,1168.3935899143112,DIA
1998-07-07,1051.3407875960083,1109.1140156378633,DIA
1998-07-13,1051.3407875960083,1079.3587078194362,DIA
1998-07-17,1051.3407875960083,1062.0322369647595,DIA
1998-07-23,1033.7802817695585,1077.9125047137925,DIA
1998-07-29,1033.7802817695585,1096.7977212530866,DIA
1998-08-04,1033.7802817695585,1097.7058699796974,DIA
1998-08-10,1033.7802817695585,1080.2560400312364,DIA
1998-08-14,1033.7802817695585,1019.518660194047,DIA
1998-08-20,1033.7802817695585,891.5208034835796,DIA
1998-08-26,1033.7802817695585,812.0745585524813,DIA
1998-09-01,1033.7802817695585,771.8380862092339,DIA
1998-09-08,1110.5124380662016,830.7892083627887,DIA
1998-09-14,1110.5124380662016,829.4666685703207,DIA
1998-09-18,1110.5124380662016,862.6593031836261,DIA
1998-09-24,1110.5124380662016,824.3008577222349,DIA
1998-09-30,1166.5991405665277,783.1015219633313,DIA
1998-10-06,1217.0577542644396,749.133250397634,DIA
1998-10-12,1217.0577542644396,741.0480326260588,DIA
1998-10-16,1217.0577542644396,750.8253988509498,DIA
1998-10-22,1217.0577542644396,770.1276636497657,DIA
1998-10-28,1145.102392056222,816.8835133154971,DIA
1998-11-03,1102.391007869548,846.8360390590924,DIA
1998-11-09,1102.391007869548,880.0269696927063,DIA
1998-11-13,1102.391007869548,930.4463890337528,DIA
1998-11-19,1102.391007869548,944.3287934822756,DIA
1998-11-25,1102.391007869548,966.971631630004,DIA
1998-12-02,1102.391007869548,992.5843349255167,DIA
1998-12-08,1102.391007869548,1035.495827154679,DIA
1998-12-14,1102.391007869548,987.7161303128395,DIA
1998-12-18,1102.391007869548,977.4008923417019,DIA
1998-12-24,1102.391007869548,987.4035872176365,DIA
1998-12-31,1102.391007869548,1026.7016003057092,DIA
1999-01-07,1102.391007869548,1052.6265598229302,DIA
1999-01-13,1102.391007869548,1067.297538248978,DIA
1999-01-20,1102.391007869548,1118.2586627096439,DIA
1999-01-26,1102.391007869548,1134.0024569548434,DIA
1999-02-01,1102.391007869548,1106.5879180646375,DIA
1999-02-05,1102.391007869548,1055.7600220641136,DIA
1999-02-11,1102.391007869548,1024.1207240510646,DIA
1999-02-18,1102.391007869548,1015.9800366305246,DIA
1999-02-24,1102.391007869548,994.9536582355373,DIA
1999-03-02,1102.391007869548,1018.6923288051025,DIA
1999-03-08,1102.391007869548,1016.3036947496425,DIA
1999-03-12,1102.391007869548,1002.2504008758416,DIA
1999-03-18,1102.391007869548,1001.0688006669155,DIA
1999-03-24,1102.391007869548,994.2120342895986,DIA
1999-03-30,1102.391007869548,1017.3214400372163,DIA
1999-04-06,1102.391007869548,1027.5460097573173,DIA
1999-04-12,1102.391007869548,1037.8933779290514,DIA
1999-04-16,1102.391007869548,1034.9318483255186,DIA
1999-04-22,1102.391007869548,1042.7619485977268,DIA
1999-04-28,1102.391007869548,1071.4281480126097,DIA
1999-05-04,1102.391007869548,1067.525064603613,DIA
1999-05-10,1102.391007869548,1114.6219077060177,DIA
1999-05-14,1102.391007869548,1128.2350869764177,DIA
1999-05-20,1102.391007869548,1135.6898443390692,DIA
1999-05-26,1102.391007869548,1165.3682128063842,DIA
1999-06-02,1102.391007869548,1183.99228998719,DIA
1999-06-08,1102.391007869548,1169.9203396921148,DIA
